review_id,bank_id,review_text,rating,review_date,sentiment_label_vader,sentiment_score_vader,sentiment_label_distilbert,sentiment_score_distilbert,themes,primary_theme,source,created_at,bank_name,bank_code
6454,1,Peoples are complaining. what aren't you responding? Your customer support is lame!,1,2019-03-05,NEGATIVE,0.2942,NEGATIVE,0.9998,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6455,1,The app crashes after the last update. Please fix it.,3,2019-03-05,POSITIVE,0.3182,NEGATIVE,0.9997,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6456,1,Latest update is having bugs. The is not opening and crashing after updating.plz fix soon.,1,2019-03-05,NEUTRAL,0.0,NEGATIVE,0.9994,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6457,1,this update crashes please do something,1,2019-03-05,POSITIVE,0.3182,NEGATIVE,0.9983,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6458,1,"App crushing after update. I approach the bank to fix it and they told me I need new authentication key for every update. What if I was abroad? Even after I logged in, features like Services, Finance and Banking are not there. It doesn't deserve a single star either.",1,2019-03-05,NEUTRAL,0.0,NEGATIVE,0.9991,"['Feature Requests', 'Account Access Issues', 'Customer Support']",Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6459,1,incompatible,1,2019-03-05,NEUTRAL,0.0,NEGATIVE,0.9995,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6460,1,"updated version keeps crashing on Android Oreo, please fix it. UI is also really bad. its functional but could be a lot better.",3,2019-03-05,POSITIVE,0.4773,NEGATIVE,0.9991,"['User Interface & Experience', 'Technical Issues']",User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6461,1,App doesn't work.,1,2019-03-04,NEUTRAL,0.0,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6462,1,Very bad app from the so called largest bank in Ethiopia. It keeps crashing after the new update and the interface is ugly.,2,2019-03-04,NEGATIVE,0.796,NEGATIVE,0.9998,"['User Interface & Experience', 'Technical Issues']",User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6463,1,it was good app since last update now doesn't work after updating… what happened? please fix the problem ASAP.,2,2019-03-04,POSITIVE,0.3612,POSITIVE,0.9718,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6464,1,this Last update is defective. the app is crashing after I updated it. please do fix it.,2,2019-03-04,NEGATIVE,0.1531,NEGATIVE,0.9998,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6465,1,"Excellent app, but limited transfer plz make the app to be tranferred large amount. Thanks",5,2019-03-04,POSITIVE,0.6486,POSITIVE,0.9964,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6466,1,App crushing after update to V2. Keeps crushing after accepting pin.,1,2019-03-04,NEGATIVE,0.34,NEGATIVE,0.9982,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6467,1,activate,4,2019-01-11,NEUTRAL,0.0,POSITIVE,0.9994,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6468,1,It's a good app for android but I can't find it on iPhone apps store pls make it available for iPhone,3,2019-01-10,POSITIVE,0.34,NEGATIVE,0.9483,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6469,1,Thank u for the app,4,2018-12-29,POSITIVE,0.3612,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6470,1,To autherize new account it needs uninsrall dis not good fix it,5,2018-12-13,NEGATIVE,0.3412,NEGATIVE,0.9995,"['Account Access Issues', 'Feature Requests']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6471,1,"It keeps on failing to connect to server at intervals , to solve it, install again and activate",3,2018-12-03,NEGATIVE,0.3612,NEGATIVE,0.9997,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6472,1,needs improvement. can't see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,1,2018-11-07,POSITIVE,0.7767,NEGATIVE,0.9982,"['Feature Requests', 'Account Access Issues', 'Transaction Performance', 'User Interface & Experience']",Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6473,1,Thank you download app,5,2018-11-07,POSITIVE,0.3612,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6474,1,It is best app for my life,5,2018-10-19,POSITIVE,0.6369,POSITIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6475,1,Impressive,5,2018-10-11,POSITIVE,0.5106,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6476,1,Gode,4,2018-10-05,NEUTRAL,0.0,NEGATIVE,0.9615,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6477,1,It's not enough to have an app. It has to work,1,2018-09-03,NEUTRAL,0.0,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6478,1,Its good begning,3,2018-09-01,POSITIVE,0.4404,POSITIVE,0.9962,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6479,1,To use this app send massages,5,2018-08-25,NEUTRAL,0.0,NEGATIVE,0.9369,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6480,1,Islamic creadit sistem fome,5,2018-08-20,NEUTRAL,0.0,NEGATIVE,0.9856,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6481,1,Shopping,4,2018-08-15,NEUTRAL,0.0,POSITIVE,0.9981,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6482,1,I haven't money but i'm very happy!!,5,2018-08-06,POSITIVE,0.7949,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6483,1,Its good and simply to use but internet must be there,5,2018-08-06,POSITIVE,0.2382,NEGATIVE,0.9477,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6484,1,Please remove what you call authentication code and use other simple steps,3,2018-08-02,POSITIVE,0.3182,NEGATIVE,0.9991,['Account Access Issues'],Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6485,1,to approve the update,5,2018-07-30,NEUTRAL,0.0,POSITIVE,0.9977,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6486,1,Why everything is complicated and difficult to use in ethiopia?your all applications are difficult to use I hate your everything,1,2018-07-29,NEGATIVE,0.8271,NEGATIVE,0.9997,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6487,1,It say download the app authorization code&PIN from branch,5,2018-07-17,NEUTRAL,0.0,NEGATIVE,0.9804,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6488,1,thankyou,4,2018-06-08,NEUTRAL,0.0,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6489,1,This is very good you can use any place all over the world i like it,5,2018-05-20,POSITIVE,0.6901,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6490,1,TESFAY. CANADA. B.C.,4,2018-03-19,NEUTRAL,0.0,NEGATIVE,0.9545,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6491,1,I think i growth with you by anything business,5,2018-01-04,POSITIVE,0.3818,POSITIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6492,1,Add financial news and correct the speed of your network,3,2017-12-07,NEUTRAL,0.0,POSITIVE,0.9974,"['Transaction Performance', 'Feature Requests']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6493,1,great application,5,2017-12-03,POSITIVE,0.6249,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6494,1,i .....,5,2017-11-09,NEUTRAL,0.0,NEGATIVE,0.9613,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6495,1,How poor is this app it's dead,1,2017-10-31,NEGATIVE,0.8126,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6496,1,Hananeya,5,2017-10-20,NEUTRAL,0.0,POSITIVE,0.7834,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6497,1,So happy with cbe,5,2017-10-13,POSITIVE,0.6115,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6498,1,Yea,4,2017-09-28,NEUTRAL,0.0,POSITIVE,0.7721,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6499,1,Not tanx,5,2017-09-01,NEUTRAL,0.0,NEGATIVE,0.9826,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6500,1,It was somehow good but need improvement!,2,2017-08-11,POSITIVE,0.7385,NEGATIVE,0.9602,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6501,1,Good app for major transaction & need to improve with monthly summary repot,3,2017-08-11,POSITIVE,0.7003,POSITIVE,0.9983,"['Feature Requests', 'Transaction Performance']",Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6502,1,"Authorization key!? What does it mean? May it be the Activation Code or the Pin Code I received from one of CBE Branches!? Or a different thing that, I should do another way???????? Every body asks, but no one appeared answering!! What a hell!!!",5,2017-08-09,NEGATIVE,0.9236,NEGATIVE,0.9996,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6503,1,Very nice app.i admire how it makes it easy for access,5,2017-07-03,POSITIVE,0.854,POSITIVE,0.9998,"['Account Access Issues', 'User Interface & Experience']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6504,1,Good to use it,3,2017-06-26,POSITIVE,0.4404,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6505,1,The blank space to write Ac no is unvisible please modify to whight color.ነጭ ኣድርጉት,1,2017-06-17,NEUTRAL,0.0258,NEGATIVE,0.9987,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6506,1,This makes me to use the bank services easly,5,2017-06-14,NEUTRAL,0.0,NEGATIVE,0.9897,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6507,1,Authorization fails problem,5,2017-05-14,NEGATIVE,0.6705,NEGATIVE,0.9996,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6508,1,Iwanttobeuse SMS,5,2017-05-13,NEUTRAL,0.0,NEGATIVE,0.9826,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6509,1,this is excellent app Easy to use Good work,5,2017-04-21,POSITIVE,0.8591,POSITIVE,0.9997,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6510,1,Short and precise,5,2017-04-13,NEUTRAL,0.0,POSITIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6511,1,Lol,5,2017-04-07,POSITIVE,0.4215,NEGATIVE,0.9438,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6512,1,Sends cash many times with no number of count dialogue to the same receiver.,4,2017-03-31,NEGATIVE,0.0572,NEGATIVE,0.9989,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6513,1,So these is very application,3,2017-03-30,NEUTRAL,0.0,POSITIVE,0.9984,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6514,1,Yes,1,2017-03-21,POSITIVE,0.4019,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6515,1,"When transaction are made it displays error and made no entry in the transaction list. When i made the second transaction it deduct twice a very serious bug that should be handled soon, i faced twice in a month. After all it is individual's money you are dealing with.",2,2017-03-19,NEGATIVE,0.6697,NEGATIVE,0.999,"['Technical Issues', 'Transaction Performance', 'User Interface & Experience', 'Feature Requests']",Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6516,1,this app is not functional in some android smart phone. eg. android 3.4,1,2017-03-15,POSITIVE,0.4019,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6517,1,The Essential app,5,2017-03-06,NEUTRAL,0.0,POSITIVE,0.9995,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6518,1,App,5,2017-01-11,NEUTRAL,0.0,POSITIVE,0.9685,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6519,1,"Very, very important and helpful",5,2017-01-10,POSITIVE,0.6635,POSITIVE,0.9998,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6520,1,COMERSHAL,5,2017-01-03,NEUTRAL,0.0,POSITIVE,0.9976,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6521,1,After some times it fails not working for those services insie it except checking balance. When I open to new service the app will close it self.,1,2016-12-08,NEGATIVE,0.4215,NEGATIVE,0.9994,"['Technical Issues', 'Customer Support']",Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6522,1,Whos and what is authorization. Code? ?,1,2016-12-07,NEUTRAL,0.0,NEGATIVE,0.9975,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6523,1,to download and how ican log in my account?,1,2016-11-20,NEUTRAL,0.0,NEGATIVE,0.9991,['Account Access Issues'],Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6524,1,Excellent Appllication,5,2016-11-06,POSITIVE,0.5719,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6525,1,Woooow,2,2016-10-27,NEUTRAL,0.0,POSITIVE,0.9562,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6526,1,Most liked bank and trustworthy!,4,2016-10-15,POSITIVE,0.7897,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6527,1,"I have downloaded and went to CBE and registered my account. It shows only my balance and previous transactions. But when I tried to transfer money to non CBE customer it asks only revipients name, phone number and amount not any other criteria such as branch of sender and recipient. Finally when I press ""submit"" button it says input valid data. So how can I use it? I filled all the available blank spaces correctly but it doesn' work",1,2016-09-25,POSITIVE,0.1154,NEGATIVE,0.9982,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6528,1,Dish,5,2016-09-16,NEUTRAL,0.0,NEGATIVE,0.9772,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6529,1,so smart,5,2016-09-13,POSITIVE,0.4576,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6530,1,Hey,5,2016-09-08,NEUTRAL,0.0,POSITIVE,0.9979,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6531,1,I thrust commercial bank of Ethiopia my money established it,5,2016-08-29,NEUTRAL,0.0,POSITIVE,0.9879,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6532,1,I like it saves your time.,3,2016-08-23,POSITIVE,0.3612,POSITIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6533,1,please allow us to register online without going to branch office,1,2016-08-20,POSITIVE,0.4939,POSITIVE,0.987,['Account Access Issues'],Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6534,1,I liked it.,4,2016-07-21,POSITIVE,0.4215,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6535,1,it is not work,1,2016-07-21,NEUTRAL,0.0,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6536,1,bank,1,2016-07-13,NEUTRAL,0.0,POSITIVE,0.8261,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6537,1,is not so good but if you trying this is well we want app like barcalys or standerd chtred,4,2016-07-03,POSITIVE,0.6526,NEGATIVE,0.9852,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6538,1,king,5,2016-06-18,NEUTRAL,0.0,POSITIVE,0.9993,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6539,1,"The bank has given me an authorization key,but it says invalid",4,2016-06-15,NEUTRAL,0.0,NEGATIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6540,1,This mobile app is great if it work properly. It is not working in my mobile (Samsung galaxy core).it is not self contained and need web to see the full interface which is bad. The graphics(the first page) look very unprofessional.,1,2016-06-15,NEGATIVE,0.4576,NEGATIVE,0.9979,"['User Interface & Experience', 'Technical Issues', 'Feature Requests']",User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6541,1,Where can we get authorization code?? Need help from a developer or any body uses this App.?????,1,2016-06-13,POSITIVE,0.5661,NEGATIVE,0.9997,"['Customer Support', 'Feature Requests']",Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6542,1,Plse send,5,2016-06-05,NEUTRAL,0.0,POSITIVE,0.8374,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6543,1,Downloaded and I've to go cbe branch ...not any branch.,2,2016-05-04,NEUTRAL,0.0,NEGATIVE,0.9988,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6544,1,I really hate CBR! I'd rather be AIB or OIB customer to get a good service.,1,2016-03-15,NEGATIVE,0.3367,NEGATIVE,0.9995,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6545,1,Market,5,2016-03-09,NEUTRAL,0.0,POSITIVE,0.9266,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6546,1,Can't download.,5,2016-03-02,NEUTRAL,0.0,NEGATIVE,0.9965,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6547,1,ebc,5,2016-02-04,NEUTRAL,0.0,POSITIVE,0.9746,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6548,1,Authorization code,5,2016-02-01,NEUTRAL,0.0,POSITIVE,0.8712,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6549,1,It is nice,5,2016-01-26,POSITIVE,0.4215,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6550,1,Nic,1,2016-01-11,NEUTRAL,0.0,POSITIVE,0.9977,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6551,1,It not installing it takes time why?,3,2015-12-11,NEUTRAL,0.0,NEGATIVE,0.9992,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6552,1,"It works well but some functions are not visible for android 2.1, . . .",4,2015-11-07,POSITIVE,0.1406,NEGATIVE,0.98,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6553,1,But like all ethiopians app,5,2015-09-30,POSITIVE,0.5023,POSITIVE,0.99,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6554,1,I loved it so much....,5,2015-09-30,POSITIVE,0.5994,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6555,1,I like b.c it is must,1,2015-09-26,POSITIVE,0.3612,POSITIVE,0.9988,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6556,1,Makes life simple.,1,2015-09-08,NEUTRAL,0.0,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6557,1,Seems good but needs lil improvements in speed & performance,4,2015-09-02,POSITIVE,0.5994,NEGATIVE,0.9883,"['Feature Requests', 'Transaction Performance']",Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6558,1,I am always with this efficient Bank.,4,2015-08-13,POSITIVE,0.5023,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6559,1,GREAT,4,2015-08-01,POSITIVE,0.6249,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6560,1,Your color choice makes it hard to read the text. Logo is very blurry. Try to use better quality vector images. It seems like the app was designed by a beginner. Look at some of the major banking apps like Bank of America etc... Nice try,1,2015-07-19,POSITIVE,0.8347,NEGATIVE,0.9972,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6561,1,I cant use by galaxy s6 edge,5,2015-07-14,NEUTRAL,0.0,NEGATIVE,0.556,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6562,1,Ajemamru lay algebgnem yemn cod new yemasegbaw ? Plss help me,1,2015-07-08,POSITIVE,0.4019,NEGATIVE,0.997,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6563,1,it is easy to work with,5,2015-07-03,POSITIVE,0.4404,POSITIVE,0.9997,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6564,1,it Helps!,5,2015-06-29,POSITIVE,0.4389,POSITIVE,0.9998,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6565,1,It is little bit confusing.,5,2015-06-17,NEGATIVE,0.1585,NEGATIVE,0.9944,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6566,1,Good App.,5,2015-06-10,POSITIVE,0.4404,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6567,1,Www bayye gariidha,5,2015-04-28,NEUTRAL,0.0,POSITIVE,0.8927,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6568,1,I Appreciate it app,5,2015-04-06,POSITIVE,0.4019,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6569,1,Oky,5,2015-03-30,NEUTRAL,0.0,POSITIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6570,1,What is an authorization code???,5,2015-03-19,NEUTRAL,0.0,NEGATIVE,0.9973,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6572,1,first i thank you for this service .then please tell me what is አውቶራይዜሽን key please,4,2015-01-26,POSITIVE,0.7269,POSITIVE,0.9982,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6573,1,What is Authorisation code and where can I get it!?,1,2015-01-14,NEUTRAL,0.0,NEGATIVE,0.9991,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6574,1,Authorizations code,5,2015-01-12,NEUTRAL,0.0,POSITIVE,0.5823,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6575,1,"I have authorization key and activation code already. But when i tried to login ,it always says ,connection failed and try again. What shall i do?",5,2015-01-09,NEGATIVE,0.6652,NEGATIVE,0.9993,"['Account Access Issues', 'Technical Issues']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6576,1,Happy to have online banking in Ethiopia,5,2015-01-09,POSITIVE,0.5719,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6577,1,Now everybody has access,5,2015-01-04,NEUTRAL,0.0,POSITIVE,0.998,['Account Access Issues'],Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6578,1,so bad how can we know the authorization code?,5,2015-01-03,NEGATIVE,0.5849,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6579,1,For Samsung S3 it doesn't work properly (isn't compatible ) please fix it.,2,2014-12-19,NEGATIVE,0.2411,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6580,1,I want to activate mobile banking with CBE.CBE has sent me the pin and activation code.,5,2014-12-16,POSITIVE,0.0772,NEGATIVE,0.9629,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6581,1,Gutama mahamad,5,2014-12-13,NEUTRAL,0.0,POSITIVE,0.8599,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6582,1,My partner to develop!,5,2014-12-04,NEUTRAL,0.0,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
6583,1,all of you have to go to the bank and fill in forms and get a pin,5,2014-11-29,NEUTRAL,0.0,NEGATIVE,0.9991,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
